-2,324259E-8	-7,632025E-9	-3,253263E-9	-1,944727E-9	-1,269882E-9	-8,801635E-10	-6,621121E-10	-5,175025E-10	-4,069989E-10	-3,135483E-10	-2,632987E-10	-6,571099E-11	-5,002221E-11	-4,865797E-11	-4,047251E-11	-3,683454E-11	-3,365130E-11	-2,523848E-11	-2,546585E-11	-1,705303E-11	-2,000888E-11	-2,000888E-11
-2,338106E-8	-7,204108E-9	-3,180503E-9	-1,972467E-9	-1,301260E-9	-8,740244E-10	-6,705250E-10	-5,179572E-10	-4,110916E-10	-3,226432E-10	-2,503384E-10	-6,525624E-11	-5,275069E-11	-4,433787E-11	-3,933565E-11	-3,410605E-11	-3,069545E-11	-2,637535E-11	-2,592060E-11	-2,228262E-11	-1,887202E-11	-2,091838E-11
-2,389493E-8	-7,293011E-9	-3,265086E-9	-1,915396E-9	-1,333319E-9	-9,201813E-10	-6,721166E-10	-5,195488E-10	-4,022240E-10	-3,344667E-10	-2,505658E-10	-6,662049E-11	-5,206857E-11	-4,820322E-11	-4,342837E-11	-3,569767E-11	-3,274181E-11	-2,864908E-11	-3,228706E-11	-2,933120E-11	-2,000888E-11	-1,637090E-11
-2,266142E-8	-7,437620E-9	-3,368541E-9	-1,910848E-9	-1,265335E-9	-8,944880E-10	-7,069048E-10	-5,277343E-10	-4,265530E-10	-3,299192E-10	-2,507932E-10	-6,548362E-11	-5,320544E-11	-4,615686E-11	-4,229150E-11	-3,979039E-11	-3,706191E-11	-3,660716E-11	-2,864908E-11	-2,160050E-11	-2,387424E-11	-2,523848E-11
-2,206320E-8	-6,958771E-9	-3,282821E-9	-2,015213E-9	-1,301260E-9	-9,226824E-10	-6,953087E-10	-5,136371E-10	-4,108642E-10	-3,215064E-10	-2,651177E-10	-6,230039E-11	-5,002221E-11	-5,115908E-11	-3,910827E-11	-3,319656E-11	-3,001333E-11	-2,864908E-11	-2,523848E-11	-2,501110E-11	-2,250999E-11	-1,955414E-11
-2,236061E-8	-6,834853E-9	-3,230980E-9	-1,982926E-9	-1,252147E-9	-9,351879E-10	-6,534719E-10	-5,306902E-10	-4,044978E-10	-3,187779E-10	-2,539764E-10	-6,480150E-11	-5,070433E-11	-4,706635E-11	-4,183676E-11	-3,115019E-11	-3,046807E-11	-2,796696E-11	-2,546585E-11	-2,728484E-11	-2,023626E-11	-1,614353E-11
-2,151273E-8	-7,269136E-9	-3,353080E-9	-1,905164E-9	-1,201670E-9	-9,338237E-10	-6,837126E-10	-4,861249E-10	-4,140475E-10	-3,326477E-10	-2,494289E-10	-6,866685E-11	-5,570655E-11	-4,683898E-11	-4,320100E-11	-3,365130E-11	-3,115019E-11	-3,319656E-11	-2,910383E-11	-2,614797E-11	-2,023626E-11	-1,864464E-11
-2,246838E-8	-7,071549E-9	-3,178911E-9	-1,940634E-9	-1,227136E-9	-9,299583E-10	-6,932623E-10	-5,290985E-10	-4,135927E-10	-3,399236E-10	-2,489742E-10	-6,298251E-11	-4,979483E-11	-4,433787E-11	-3,910827E-11	-3,410605E-11	-3,774403E-11	-3,046807E-11	-2,887646E-11	-2,091838E-11	-2,410161E-11	-2,296474E-11
-2,337242E-8	-7,236622E-9	-3,485184E-9	-1,872877E-9	-1,298076E-9	-9,201813E-10	-6,934897E-10	-5,506990E-10	-4,163212E-10	-3,260539E-10	-2,605702E-10	-6,184564E-11	-5,002221E-11	-4,683898E-11	-4,024514E-11	-3,433342E-11	-3,001333E-11	-2,910383E-11	-2,614797E-11	-2,660272E-11	-2,205525E-11	-1,932676E-11
-2,186766E-8	-7,207063E-9	-3,274181E-9	-1,855142E-9	-1,298076E-9	-9,342784E-10	-6,998562E-10	-5,093170E-10	-4,113190E-10	-3,303740E-10	-2,555680E-10	-6,934897E-11	-5,252332E-11	-4,615686E-11	-4,320100E-11	-3,888090E-11	-3,046807E-11	-2,751221E-11	-2,341949E-11	-2,728484E-11	-1,887202E-11	-1,978151E-11
-2,275488E-8	-7,389644E-9	-3,242576E-9	-1,944500E-9	-1,271928E-9	-9,492851E-10	-6,700702E-10	-5,049969E-10	-4,126832E-10	-3,096829E-10	-2,569323E-10	-6,662049E-11	-5,275069E-11	-4,411049E-11	-4,297362E-11	-3,387868E-11	-3,001333E-11	-3,183231E-11	-3,001333E-11	-2,683009E-11	-1,864464E-11	-2,091838E-11
-2,118372E-8	-6,938308E-9	-3,361947E-9	-1,937224E-9	-1,231683E-9	-9,063115E-10	-6,596110E-10	-5,186394E-10	-4,201866E-10	-3,321929E-10	-2,471552E-10	-6,298251E-11	-5,115908E-11	-4,570211E-11	-3,888090E-11	-3,660716E-11	-3,547029E-11	-3,069545E-11	-2,978595E-11	-2,364686E-11	-2,205525E-11	-2,023626E-11
-2,019124E-8	-7,187737E-9	-3,314881E-9	-1,890612E-9	-1,271928E-9	-8,983534E-10	-6,780283E-10	-5,591119E-10	-4,051799E-10	-3,324203E-10	-2,546585E-10	-6,230039E-11	-5,115908E-11	-4,320100E-11	-3,910827E-11	-3,660716E-11	-3,228706E-11	-2,751221E-11	-2,546585E-11	-2,410161E-11	-2,341949E-11	-2,000888E-11
-2,275283E-8	-7,228664E-9	-3,282366E-9	-1,965191E-9	-1,232593E-9	-8,622010E-10	-7,075869E-10	-5,327365E-10	-3,992682E-10	-3,149125E-10	-2,585239E-10	-6,093615E-11	-5,093170E-11	-4,456524E-11	-4,479261E-11	-3,774403E-11	-3,160494E-11	-3,296918E-11	-2,523848E-11	-2,592060E-11	-2,410161E-11	-1,864464E-11
-2,127194E-8	-6,934897E-9	-3,202786E-9	-1,869239E-9	-1,284207E-9	-9,122232E-10	-6,741629E-10	-5,279617E-10	-4,270078E-10	-3,217338E-10	-2,526122E-10	-5,979928E-11	-5,002221E-11	-4,888534E-11	-4,138201E-11	-3,956302E-11	-2,796696E-11	-3,160494E-11	-2,842171E-11	-2,364686E-11	-1,841727E-11	-1,864464E-11
-2,224147E-8	-6,845312E-9	-3,162768E-9	-1,934268E-9	-1,209401E-9	-8,992629E-10	-6,880327E-10	-5,352376E-10	-4,097274E-10	-3,180958E-10	-2,560228E-10	-6,116352E-11	-5,343281E-11	-4,547474E-11	-4,160938E-11	-3,683454E-11	-2,933120E-11	-2,864908E-11	-3,001333E-11	-2,114575E-11	-2,023626E-11	-2,523848E-11
-2,281422E-8	-6,841219E-9	-3,125251E-9	-1,897888E-9	-1,259878E-9	-9,047199E-10	-6,994014E-10	-5,366019E-10	-4,024514E-10	-3,176410E-10	-2,535216E-10	-6,480150E-11	-5,343281E-11	-4,411049E-11	-4,160938E-11	-3,319656E-11	-3,001333E-11	-2,864908E-11	-2,614797E-11	-1,773515E-11	-2,250999E-11	-2,069100E-11
