-5,102675E-8	-3,561649E-8	-2,609204E-8	-1,938201E-8	-1,518470E-8	-9,879386E-9	-7,696372E-9	-4,946969E-9	-2,924480E-9	-2,106617E-9	-1,688022E-9	-1,079570E-9	1,909939E-11	-1,159606E-11	1,796252E-11	-1,172793E-9	-1,686658E-9	-1,387207E-9	-8,844836E-10	-1,614353E-10	-6,639311E-11	-2,548859E-10	9,413270E-11	-5,525180E-11
-5,017955E-8	-3,386094E-8	-2,589900E-8	-1,938565E-8	-1,403396E-8	-1,008448E-8	-7,318704E-9	-4,554977E-9	-2,843990E-9	-2,053639E-9	-1,518629E-9	-1,159378E-9	2,683009E-11	-2,751221E-11	-2,273737E-12	-8,567440E-10	-1,747821E-9	-5,029506E-10	-3,221885E-10	-3,146852E-10	-6,045866E-10	-2,034994E-10	-1,205080E-11	-5,275069E-11
-4,965364E-8	-3,465902E-8	-2,650290E-8	-1,958961E-8	-1,418471E-8	-1,001263E-8	-7,125664E-9	-4,462436E-9	-2,899242E-9	-2,004072E-9	-1,572062E-9	-1,076842E-9	8,185452E-12	5,002221E-12	1,887202E-11	-1,181434E-9	-1,431999E-9	-7,244125E-10	-1,298304E-10	-2,316938E-10	-7,187282E-10	1,352873E-10	6,093615E-11	-2,069100E-11
-5,019001E-8	-3,417176E-8	-2,506704E-8	-1,897229E-8	-1,398212E-8	-9,675205E-9	-6,809842E-9	-4,821004E-9	-2,899696E-9	-1,974740E-9	-1,696435E-9	-1,051603E-9	2,910383E-11	4,547474E-12	1,364242E-11	-6,837126E-10	-8,860752E-10	-6,648406E-10	1,539320E-10	-6,780283E-10	-5,661605E-11	-3,049081E-10	-7,958079E-12	4,774847E-12
-4,885464E-8	-3,571290E-8	-2,712454E-8	-1,989747E-8	-1,466469E-8	-8,715006E-9	-7,589961E-9	-4,392405E-9	-2,908337E-9	-1,960643E-9	-1,600256E-9	-1,067065E-9	3,183231E-12	2,023626E-11	6,821210E-12	-1,280114E-9	-1,641638E-10	-2,534534E-9	-7,421477E-10	-5,168204E-10	-3,119567E-10	-1,948592E-10	1,386979E-11	6,821210E-12
-5,166362E-8	-3,454625E-8	-2,617207E-8	-1,871103E-8	-1,377839E-8	-9,673158E-9	-7,638619E-9	-4,436288E-9	-2,793740E-9	-1,974513E-9	-1,592070E-9	-1,062517E-9	-1,136868E-12	2,455636E-11	-3,024070E-11	-1,267608E-9	-6,366463E-11	-1,587296E-9	-6,157279E-10	-2,678462E-10	2,080469E-10	5,388756E-11	2,364686E-11	1,523404E-11
-4,865592E-8	-3,427931E-8	-2,520414E-8	-1,931380E-8	-1,436183E-8	-1,066678E-8	-7,576773E-9	-4,565891E-9	-2,921752E-9	-2,097522E-9	-1,569106E-9	-1,093213E-9	1,523404E-11	7,503331E-12	-1,000444E-11	-1,356966E-9	-8,565166E-10	-1,718263E-9	-9,929408E-10	-2,487468E-10	5,570655E-11	5,024958E-11	2,660272E-11	1,477929E-11
-5,084439E-8	-3,516880E-8	-2,602837E-8	-1,863873E-8	-1,395870E-8	-9,940777E-9	-7,260041E-9	-4,593176E-9	-2,893103E-9	-2,009983E-9	-1,599119E-9	-1,093667E-9	-2,228262E-11	1,159606E-11	-4,160938E-11	-5,481979E-10	-2,360821E-9	-1,569106E-9	-7,394192E-10	-4,988578E-10	-1,480203E-10	-3,649347E-10	-2,319211E-11	1,136868E-11
-4,769117E-8	-3,372975E-8	-2,435058E-8	-1,898547E-8	-1,443300E-8	-9,021278E-9	-6,727987E-9	-4,569756E-9	-2,795559E-9	-1,948138E-9	-1,533181E-9	-1,112539E-9	-4,638423E-11	-9,094947E-12	-1,841727E-11	-5,925358E-10	-1,816488E-9	-1,131411E-9	-4,661160E-10	-2,239631E-10	-9,276846E-11	-2,639808E-10	2,751221E-11	9,094947E-13
-4,978324E-8	-3,545142E-8	-2,542856E-8	-1,846138E-8	-1,451554E-8	-9,941004E-9	-7,416247E-9	-4,394906E-9	-2,865590E-9	-2,106162E-9	-1,482476E-9	-1,121180E-9	-9,686119E-11	8,867573E-12	-6,957634E-11	-1,255330E-9	-1,659828E-10	-1,834906E-9	-1,096168E-9	-8,185452E-12	4,849880E-10	-6,639311E-11	6,207301E-11	8,412826E-12
-4,900244E-8	-3,456285E-8	-2,709248E-8	-1,844887E-8	-1,405624E-8	-1,010312E-8	-7,438302E-9	-4,611820E-9	-2,986326E-9	-2,039087E-9	-1,562057E-9	-1,068656E-9	-7,344170E-11	1,523404E-11	-7,139533E-11	-1,073658E-9	-1,753733E-9	-1,382659E-9	-9,740688E-10	1,566605E-10	-2,203251E-10	-1,880380E-10	1,409717E-11	-1,796252E-11
-5,097922E-8	-3,369450E-8	-2,508705E-8	-1,844842E-8	-1,436933E-8	-9,933729E-9	-7,710241E-9	-4,467438E-9	-3,017021E-9	-2,011120E-9	-1,578883E-9	-1,155286E-9	-7,048584E-11	-3,410605E-12	-6,230039E-11	-8,253664E-10	-1,013632E-9	-1,518174E-9	2,362412E-10	-9,117684E-10	-3,149125E-10	-1,675744E-10	-1,909939E-11	-1,818989E-12
-4,885283E-8	-3,359605E-8	-2,569573E-8	-1,820354E-8	-1,362855E-8	-9,844371E-9	-7,305061E-9	-5,011088E-9	-2,818069E-9	-2,020670E-9	-1,560693E-9	-1,057288E-9	-1,525677E-10	5,456968E-12	-4,934009E-11	-1,434273E-9	-2,376055E-10	-2,378556E-9	3,342393E-11	-8,776624E-11	3,387868E-10	-5,343281E-11	2,046363E-12	-1,705303E-11
-5,046786E-8	-3,470950E-8	-2,631532E-8	-1,800254E-8	-1,447188E-8	-9,736368E-9	-7,586777E-9	-4,786216E-9	-3,038167E-9	-2,007027E-9	-1,554781E-9	-1,060926E-9	-5,684342E-11	-5,843503E-11	-3,456080E-11	-7,464678E-10	3,542482E-10	-1,693024E-9	-7,298695E-10	-2,692104E-10	1,091394E-10	-1,389253E-10	3,865352E-12	-4,683898E-11
-5,035349E-8	-3,386162E-8	-2,615320E-8	-1,854960E-8	-1,457011E-8	-9,743417E-9	-7,515382E-9	-4,795993E-9	-2,930847E-9	-2,011575E-9	-1,540911E-9	-1,103444E-9	-2,955858E-11	-1,386979E-11	-1,841727E-11	-1,387662E-9	-6,680239E-10	-1,282615E-9	-6,332357E-10	-2,189608E-10	-4,313279E-10	2,316938E-10	-9,322321E-12	-4,911271E-11
-4,947901E-8	-3,479727E-8	-2,631600E-8	-1,833064E-8	-1,529679E-8	-9,377345E-9	-7,440121E-9	-4,650929E-9	-2,929255E-9	-2,047273E-9	-1,545231E-9	-1,076614E-9	-3,410605E-11	-6,070877E-11	1,023182E-11	-1,371745E-9	-4,599769E-10	-1,240096E-9	-1,855142E-9	5,229595E-11	7,707968E-11	-2,978595E-11	-1,682565E-11	-5,093170E-11
-4,851199E-8	-3,629771E-8	-2,539082E-8	-1,816170E-8	-1,438389E-8	-1,006515E-8	-7,536300E-9	-4,749154E-9	-2,794422E-9	-2,036813E-9	-1,455192E-9	-1,078433E-9	-2,341949E-11	-4,001777E-11	8,640200E-12	-1,132321E-9	-2,394245E-10	-9,260930E-10	-5,268248E-10	-6,605205E-10	7,071321E-11	1,914486E-10	-9,094947E-13	-4,615686E-11
-4,972640E-8	-3,514788E-8	-2,579145E-8	-1,769035E-8	-1,390458E-8	-1,001649E-8	-7,759354E-9	-4,465619E-9	-2,782144E-9	-2,093884E-9	-1,595936E-9	-1,067292E-9	6,366463E-12	-7,412382E-11	7,275958E-12	-4,870344E-10	-3,917648E-10	-1,411081E-9	-7,278231E-10	-2,075922E-10	-2,280558E-10	2,467004E-10	-1,591616E-12	-3,888090E-11
-4,939875E-8	-3,668220E-8	-2,657430E-8	-1,730109E-8	-1,374656E-8	-8,977167E-9	-7,687277E-9	-4,408548E-9	-2,759634E-9	-2,111847E-9	-1,522722E-9	-1,073658E-9	2,069100E-11	-8,276402E-11	2,273737E-12	-9,965788E-10	-1,407443E-10	2,228262E-10	-1,123453E-9	-6,396021E-10	4,229150E-11	2,273737E-13	2,046363E-11	-3,842615E-11
-5,109314E-8	-3,457421E-8	-2,550746E-8	-1,813578E-8	-1,421290E-8	-9,154746E-9	-8,013558E-9	-4,334879E-9	-2,891284E-9	-2,017032E-9	-1,527724E-9	-1,041599E-9	1,887202E-11	-6,639311E-11	1,500666E-11	-4,940830E-10	3,731202E-10	-1,943363E-9	9,890755E-11	-5,818492E-10	-7,116796E-11	-9,322321E-11	3,888090E-11	-2,364686E-11
-4,865069E-8	-3,388618E-8	-2,551337E-8	-1,855392E-8	-1,346530E-8	-1,087938E-8	-7,630206E-9	-4,540880E-9	-2,752813E-9	-2,190973E-9	-1,558647E-9	-9,999894E-10	1,296030E-11	-3,842615E-11	1,091394E-11	-1,792614E-9	-2,983143E-10	-2,404249E-9	-1,580247E-10	-7,121344E-10	1,114131E-10	6,775736E-11	4,001777E-11	-2,410161E-11
-4,721164E-8	-3,411219E-8	-2,650359E-8	-1,739750E-8	-1,314675E-8	-9,097676E-9	-7,963081E-9	-4,390813E-9	-2,924480E-9	-2,075467E-9	-1,531134E-9	-1,038643E-9	-4,320100E-12	-4,888534E-11	1,500666E-11	-8,462848E-10	-6,182290E-10	-5,920811E-10	-1,168246E-9	-4,176854E-10	-1,743956E-10	5,456968E-12	3,683454E-11	-1,250555E-11
-5,046354E-8	-3,558330E-8	-2,550223E-8	-1,933950E-8	-1,316084E-8	-9,128598E-9	-7,398739E-9	-4,383537E-9	-2,711658E-9	-2,092520E-9	-1,638682E-9	-1,042736E-9	1,296030E-11	-2,796696E-11	-2,728484E-12	-1,056833E-9	7,730705E-11	-1,848775E-9	-1,477929E-10	-8,901679E-10	2,769411E-10	-3,933565E-11	-7,958079E-12	-2,501110E-12
-5,035508E-8	-3,379864E-8	-2,583261E-8	-1,905232E-8	-1,293688E-8	-9,285714E-9	-7,056997E-9	-4,153662E-9	-2,778734E-9	-2,008392E-9	-1,596618E-9	-9,952146E-10	-1,705303E-11	-1,136868E-11	1,750777E-11	-4,442882E-10	-2,512479E-10	-1,173703E-9	-6,252776E-11	-1,546141E-10	-1,020908E-10	-4,911271E-11	8,867573E-12	-2,273737E-12
-4,943877E-8	-3,423202E-8	-2,573734E-8	-1,907802E-8	-1,426429E-8	-9,695441E-9	-7,459221E-9	-4,389904E-9	-2,827846E-9	-1,972239E-9	-1,574335E-9	-1,046601E-9	1,023182E-11	1,978151E-11	4,547474E-13	-1,682793E-9	-9,044925E-10	-1,425406E-9	-8,806182E-10	-8,633378E-10	1,248281E-10	1,523404E-10	-1,205080E-11	1,818989E-12
-4,931348E-8	-3,647529E-8	-2,618617E-8	-1,826106E-8	-1,468129E-8	-9,328460E-9	-7,359176E-9	-4,347157E-9	-2,938805E-9	-1,898570E-9	-1,437002E-9	-1,026137E-9	-1,523404E-11	1,227818E-11	1,887202E-11	-1,332637E-9	-2,100933E-10	-1,364469E-9	-1,200533E-10	-5,975380E-10	-6,070877E-11	1,023182E-10	-1,909939E-11	7,048584E-12
-5,103152E-8	-3,564423E-8	-2,575621E-8	-1,854301E-8	-1,459102E-8	-9,798896E-9	-7,593599E-9	-4,433332E-9	-2,849902E-9	-1,961780E-9	-1,513172E-9	-1,044782E-9	-1,409717E-11	1,637090E-11	-1,932676E-11	-6,543814E-10	-1,669832E-9	-1,336048E-9	2,771685E-10	-7,692051E-10	5,686616E-10	4,729372E-11	-6,752998E-11	1,637090E-11
-5,112884E-8	-3,439277E-8	-2,536513E-8	-1,909871E-8	-1,438934E-8	-8,953748E-9	-6,904429E-9	-4,782578E-9	-2,862180E-9	-2,026809E-9	-1,530225E-9	-1,027047E-9	-5,229595E-11	8,412826E-12	-2,501110E-11	-2,184606E-9	-1,209855E-9	-1,523404E-9	-4,008598E-10	-3,046807E-10	3,399236E-10	-1,371063E-10	-6,502887E-11	2,569323E-11
-4,863045E-8	-3,549962E-8	-2,544948E-8	-1,879448E-8	-1,377043E-8	-1,018066E-8	-7,634981E-9	-4,285539E-9	-2,754632E-9	-2,006573E-9	-1,500666E-9	-1,076614E-9	-1,182343E-11	1,796252E-11	-2,796696E-11	-6,398295E-10	-2,003844E-9	-1,229864E-9	8,433290E-10	-1,000444E-9	-2,387424E-10	-1,034550E-10	-4,433787E-11	2,273737E-11
